date_id,shop_id,item_id,item_price,date_block_num,item_cnt_day
440,7,10816,349,14,1
760,16,5241,1199,26,1
4,43,6702,399.5,0,1
237,35,3662,399,7,1
514,57,17980,149,18,2
389,47,3732,2599,14,1
270,47,18622,399,10,2
446,50,10500,749,15,1
266,27,13071,449,9,1
420,25,472,399,14,1
176,38,10401,699,7,1
266,57,3695,1599,9,1
23,31,5096,899,1,1
16,0,6485,235,0,1
81,31,9809,149,2,1
14,51,7703,77,1,1
116,50,3476,798.5,3,1
503,30,16178,239,16,1
839,21,8898,499,28,1
144,57,20553,529,4,1
695,45,1859,999.5,23,2
602,6,20949,5,19,3
241,7,4249,1199,9,1
442,22,22167,299,14,1
877,50,18685,229,28,1
28,6,12668,399,2,1
506,31,7486,449,16,1
483,12,7980,699,17,1
115,57,3969,299,3,1
211,58,6501,349.5,8,1
52,24,13418,587.75,2,1
202,31,1836,1999,6,1
596,25,13039,99,20,1
576,30,6859,1499,20,1
788,28,13741,599,25,1
454,38,18685,199,16,1
379,12,4353,1899,12,1
303,58,20949,5,11,12
293,31,2269,799,10,14
807,24,20613,1099,26,1
50,53,7856,799,1,1
233,27,3423,1499,7,1
416,19,19832,399,13,1
82,52,14493,349,2,1
177,58,7651,299,6,1
576,35,11925,549,20,1
52,31,17483,349,2,1
360,59,4800,299,11,1
415,19,17794,149,13,1
935,57,20615,2149,32,1
756,38,16626,224.31,25,1
664,15,2293,999,22,1
145,54,5868,1499,4,1
747,38,16055,599,24,1
11,27,15100,299,0,4
937,46,3234,298,31,1
75,7,4831,699.3,3,1
935,50,12361,99,30,1
417,25,7071,1249.5,13,1
353,17,1811,1609.3,11,1
270,17,4513,399,10,1
83,27,6412,498,3,1
477,6,19639,149,16,1
180,4,4827,1275.27,7,1
143,28,1830,599,5,2
323,42,5671,2690,11,1
3,54,17322,149,0,1
482,18,6501,349.5,17,1
82,56,8903,149,2,1
378,28,6497,587.75,13,1
729,58,19405,399,23,1
418,6,5272,149.5,13,1
786,42,11926,1139,27,2
607,31,11595,99,21,1
695,25,21272,449,23,1
574,50,16439,199,20,1
383,25,11099,149,13,1
723,30,10854,399,23,1
170,2,6754,799,5,1
332,17,3933,1999,11,1
84,21,13186,149,2,1
907,50,20949,5,31,1
294,19,14158,99,9,1
109,26,3938,1999,3,4
363,50,9910,149,11,1
576,50,3328,555.06,19,1
51,7,9022,149,1,1
666,22,13873,149,22,1
538,22,16249,899,17,2
139,31,15044,699,4,11
270,41,6007,299,10,1
511,54,2607,299,18,1
475,31,16603,399,16,2
292,6,21919,799,10,1
178,57,16397,349,5,1
728,58,9980,999,23,1
51,12,2446,1999,1,1
781,54,19005,169,26,1
368,45,12763,399,12,1
733,54,1534,1299,24,1
664,30,6472,499,23,1
536,54,19091,149,17,1
297,54,19947,38,11,1
1026,38,20949,5,33,1
393,41,4181,1090,13,1
937,57,3328,698,31,1
605,54,18099,299,21,1
1032,25,16946,199,33,1
632,31,2254,1399,20,1
362,46,2574,399,11,1
389,47,2268,2799,13,1
656,27,4615,399,21,1
178,54,15252,1029,7,1
480,18,1495,599,16,1
146,31,2445,599,6,1
24,42,19848,149,0,1
291,30,3732,2599,10,1
964,25,16350,799,31,1
376,31,4870,799,12,3
270,52,15293,759,8,1
739,16,13151,299,24,1
54,28,12134,299,2,1
325,46,14451,249,11,1
208,56,6825,1049,6,1
599,55,6627,699,19,1
698,55,13097,1000,22,1
201,41,19202,199,6,1
386,24,15636,399,12,1
206,54,15585,149,6,1
746,53,1855,799,25,1
971,28,12021,749,31,1
55,22,6740,499,2,1
905,31,10342,299,30,1
264,25,22058,399,8,1
756,55,3403,429,25,1
236,25,2122,899,8,1
25,47,2416,449,0,1
24,15,14859,399,2,3
209,21,12938,399,8,1
967,18,15806,699,33,1
416,6,18361,299,14,1
444,53,4241,499.5,15,1
267,3,14334,399,10,1
540,10,4477,716,17,1
83,51,12817,60,4,1
264,7,2833,299.5,8,1
150,15,5380,3390,6,1
266,17,8056,1000,9,1
729,42,17110,217.5,23,1
376,45,5673,899,12,1
298,15,19092,999,10,1
176,31,14826,199,7,14
52,25,10323,2299,1,1
666,42,10479,399,21,1
691,59,15783,299,22,1
240,47,2599,299,9,1
873,56,10042,479,29,1
418,57,16146,1399,13,1
53,38,3223,449,2,1
87,2,12145,98,2,1
783,19,13505,1199,26,1
940,52,3462,999.5,31,1
935,44,8735,499,32,1
872,26,8898,499,29,1
733,43,13867,299,24,1
565,2,19692,149,18,1
58,2,3697,2699,2,1
598,19,10817,399,19,1
514,54,4355,1999,18,1
384,22,6185,499,12,1
20,5,12970,199,1,1
172,29,1477,2599,5,1
55,19,14584,199,1,1
668,41,17659,2999,21,1
666,31,1569,2999,23,1
268,13,19091,263,8,1
475,25,6286,299,16,1
22,54,5576,2490,0,1
479,25,5241,1999,16,1
477,14,7072,1249,16,1
9,0,10933,75,0,1
635,57,18295,299,22,1
476,19,7207,199,16,1
446,37,7019,1999,15,1
446,46,6497,699,15,1
507,57,21919,199,16,1
447,25,15616,499,15,1
908,57,7856,1199,30,1
270,47,22060,699,8,1
726,54,3343,1999,23,2
627,6,14128,629,21,1
747,18,15702,149,25,1
267,17,7213,899,10,1
756,42,19331,350,26,2
109,52,12475,199,3,1
872,47,6472,249.3333333,28,3
76,38,6954,404,3,2
417,31,18680,199,13,1
480,43,18959,299,17,1
635,31,6183,1999,20,1
506,15,7736,299,16,1
571,49,5643,2590,19,1
22,23,13901,299,1,1
818,14,1916,249,26,1
759,50,4870,999,24,1
199,15,17849,119.2,6,1
267,54,3336,2499,9,1
423,57,7530,399,13,1
842,28,19339,349,27,1
536,31,19119,217.5,17,1
386,12,2916,2999,12,1
731,15,3424,1199,24,1
144,35,15063,599,4,1
454,19,7252,499,14,1
904,45,1814,3509,29,2
505,28,7836,2599,16,1
145,25,19643,399,5,1
272,21,12734,349,9,1
303,4,1849,1199,11,1
845,52,18051,299,28,1
876,58,6503,999,28,1
506,54,16459,299,17,1
138,31,16405,399,5,1
362,53,12286,100,11,1
79,31,14782,149,3,1
454,31,16451,199,14,1
788,42,8393,799,25,1
262,22,7096,799,8,2
384,6,3333,2599,12,1
19,30,10051,149,1,1
690,18,3031,3199,23,1
271,53,5811,199,8,1
1000,7,11575,149,33,1
937,2,1484,1199,30,1
656,54,13856,148,21,1
119,22,6954,449,5,1
207,15,5070,1490,7,1
848,48,20335,1099,29,1
607,35,1915,249,19,1
452,28,5272,299,14,1
810,47,7927,2990,27,1
175,28,11867,6.416666667,6,6
118,28,7815,5190,5,1
657,46,7808,2599,22,1
2,18,19365,349,0,1
575,22,2308,299,19,3
607,43,11811,1599,21,1
268,22,3736,5999,8,1
18,30,2145,299,0,1
27,56,2972,599,2,1
452,28,8032,299,14,1
422,31,21864,349,14,2
18,12,482,3300,1,3
52,16,6606,1149,1,1
171,29,18828,299,5,1
508,47,6473,299,16,1
388,31,5380,2491,12,2
1001,31,1377,1299,33,1
999,5,6254,1249,32,1
538,4,14678,199,18,1
513,31,20337,799,16,1
446,54,14440,248,15,1
901,14,4894,3999,30,1
58,18,9584,249,2,1
482,15,7071,1249,16,1
599,42,4261,499,19,1
332,42,1849,1199,10,1
962,6,8738,799,32,1
76,13,17851,245,3,1
30,18,1791,1259.3,1,1
751,42,20608,1999,25,1
79,28,10788,249,3,1
146,46,8686,199,5,1
179,17,1740,299,5,1
111,57,5034,1199,3,1
962,49,2671,399,32,1
149,31,6911,599,5,1
2,29,4906,1799,0,2
109,25,9257,99,4,2
482,2,6675,22990,15,1
542,27,19804,224.34,18,1
330,25,10674,550,11,1
634,28,16154,729,21,1
366,41,18721,149,12,1
54,42,21802,249,1,1
729,5,4870,999,23,2
535,54,21886,349,18,1
58,54,15585,149,2,1
449,31,14435,299,15,1
689,14,1556,2999,22,1
89,42,464,299,2,1
54,47,21666,149,1,1
82,25,10541,499,3,1
54,0,13480,13539,1,1
293,58,13856,399,10,1
739,10,10099,175.58,24,1
448,25,17522,349,16,1
818,12,11926,1109,26,4
302,57,8571,299,10,1
902,5,6926,199,30,1
421,50,3676,899,14,1
26,8,14158,449,2,1
782,6,16210,329.91,26,1
845,16,16136,1199,28,1
115,25,19215,399,4,1
364,52,7097,1799,11,1
760,57,19005,169,26,1
172,37,16540,299,5,1
28,43,6455,1039,2,5
727,17,7791,1299.5,23,2
514,26,10768,349,16,2
760,28,10915,199,24,1
170,12,21964,1199,5,1
266,5,19784,149,9,1
17,31,16450,399,0,8
732,19,7860,399,24,1
262,25,9781,399,9,1
176,51,20949,3,7,1
968,50,3333,749,31,1
143,57,5033,1199,4,1
747,45,6183,1999,25,1
418,15,5673,899,13,1
748,16,14065,169,24,1
201,18,6740,299,6,1
690,12,21066,1299,23,1
84,59,5208,2399,2,1
572,21,13889,199,19,1
657,51,3686,699.36,22,1
211,18,3076,799,6,1
237,5,13937,149,8,1
270,24,8568,249,9,1
29,25,1830,299.5,1,1
363,58,16056,699,11,2
172,31,17098,108.49,5,1
370,26,4792,749,12,1
481,19,6883,299,16,1
732,27,12600,149,24,1
371,52,16160,1499,12,1
787,16,3072,3499,27,2
512,31,6386,499,18,1
512,14,786,359,16,1
967,58,6185,499,32,1
1000,31,13339,359,33,1
206,15,10754,99,6,1
359,28,8950,69,11,1
664,21,16315,949,22,1
356,26,16439,149,11,1
112,42,17278,399,3,1
760,5,6490,332.78,25,1
1001,42,1814,3599,33,1
386,28,12793,99.33,13,1
603,46,2754,999,21,1
603,27,7880,399,20,1
543,19,2270,2599,17,1
75,53,2753,1198.5,2,1
117,6,16736,399,3,2
240,41,8664,149,7,1
971,42,5324,299,31,1
992,12,13753,346,33,1
781,31,15046,699,26,1
544,56,6628,699,18,1
632,39,17656,2999,20,1
515,46,8089,199,16,1
449,12,6472,699,14,1
369,26,4244,999,12,-1
814,25,7187,299,27,1
27,29,9836,349,1,1
14,30,16381,199,0,1
146,56,13811,399,6,1
25,0,1124,251,0,1
937,5,11925,599,30,1
89,53,8093,1399,4,1
511,14,7970,2099,17,1
484,17,16444,149,15,1
14,6,7974,1999,0,1
575,25,11313,58,18,1
782,56,16169,299,25,1
636,58,21432,499,21,1
788,59,15785,399,26,1
810,35,4806,99,27,2
15,16,3186,299.5,0,1
0,51,1017,176,0,1
380,43,20373,1999,12,1
744,12,7497,449,25,1
9,25,2847,1699,0,1
442,39,3320,999,15,1
667,55,10205,809,23,2
139,31,17754,899,5,2
360,24,1407,1299,11,3
992,57,6004,349,32,1
515,55,7786,1199,16,3
603,55,3440,499,21,1
25,53,5821,599,2,1
369,31,11788,169,12,1
293,50,1871,299,10,1
570,56,11922,549,18,1
480,17,8644,299,15,1
632,25,6075,899,20,1
1029,15,10201,799,33,1
996,26,14801,449,33,1
444,53,16672,149,14,1
784,29,6675,23491,25,1
54,12,7076,2999,2,1
510,4,3077,799,17,1
355,38,1941,949,11,1
207,47,4249,799,6,1
296,46,6466,699,9,1
75,28,3432,599,2,1
240,21,5571,499,9,1
667,7,2817,3199,21,1
720,58,18341,199,23,1
479,28,5664,2090,17,1
904,46,21365,999,30,1
932,42,16525,399,31,1
605,55,15988,250,21,1
663,25,17756,349,21,1
737,27,6472,499,24,1
138,24,11339,349,4,1
375,31,10393,99.33,12,1
930,26,19985,299,31,1
999,31,5041,3999,32,1
846,21,20949,5,29,5
665,4,21384,399,22,1
58,6,1022,299,3,1
11,54,13517,3790,0,1
293,18,16791,899,10,1
206,31,8426,149,6,1
448,27,16891,515.13,16,1
390,15,18758,169,12,1
963,14,1496,946.87,32,1
571,54,16169,299,18,1
24,58,6468,599,2,2
75,47,10933,149,3,1
657,42,14932,699,22,2
421,21,18659,299,14,1
447,13,17940,240,15,1
363,17,8528,790,11,1
270,54,11134,149,8,1
211,38,8863,249,8,1
391,54,4477,899,12,1
26,7,3325,799,0,3
364,15,2929,99,11,1
938,24,11354,3999,32,2
569,44,19987,2799,18,1
363,6,4585,1499,11,1
819,27,10380,299,28,1
75,16,17806,399,2,1
88,29,4249,1599,3,1
303,29,20949,5,9,4
606,25,4029,69.3,20,1
242,31,14332,149,9,1
691,45,10480,549,22,1
783,7,8043,849.5,25,1
788,7,17893,199.33,25,1
601,56,11010,199,20,1
234,52,2415,299,8,1
632,31,7846,999,22,1
760,35,3633,1599,26,1
756,33,15844,349,25,1
907,5,20949,5,30,3
717,54,18688,199,23,1
88,22,19957,350,2,1
53,28,16451,499,1,1
14,51,11391,734,1,1
811,28,4001,299,26,1
26,53,13020,199,2,1
394,27,15287,799,12,1
741,29,14458,299,24,1
972,57,21976,1499,32,1
234,27,1329,399,7,1
515,54,11432,499,16,1
575,27,10499,1499,19,1
635,52,4107,299,20,1
604,29,20650,1399,21,1
332,43,3329,1699,11,-1
5,18,4907,1799,0,1
146,35,12383,236,4,1
971,57,17290,399,31,1
146,6,5592,3490,5,1
238,50,16455,699,8,1
170,54,4810,599.5,5,1
144,55,6776,299,6,1
16,32,2751,1999,1,2
111,58,20237,299,3,1
627,46,7925,2999,21,1
510,39,12616,58,16,1
268,27,15044,699,10,4
362,58,2854,199,11,1
965,15,10337,169,32,1
115,7,4345,598.85,5,2
544,6,15746,799,17,1
231,27,4248,1499,8,1
28,26,6724,299.5,0,1
780,42,9077,58,26,1
233,59,8888,199,8,1
816,38,15112,159,26,2
423,54,7004,989,13,5
1028,18,11921,549,33,1
15,31,8477,299,0,1
170,56,4811,599.5,5,1
78,54,4802,399,2,1
728,31,16787,1599,23,2
208,18,2808,999,7,1
377,56,3734,2599,13,2
745,56,15422,251,24,1
630,27,13071,599,21,1
479,41,7856,799,15,1
15,10,10591,110,1,1
572,40,4962,599,19,1
234,6,8942,153.32,7,1
354,16,1513,2599,11,1
665,25,7007,1499,21,1
296,10,6738,515,9,1
747,58,8658,149,24,2
817,25,18617,199,27,1
112,58,2854,449,4,1
85,46,4029,248,4,1
55,42,4792,1499,2,1
238,17,11657,699,7,1
440,51,294,89,15,1
52,59,14447,499,2,1
116,43,7911,899.5,4,1
780,47,12967,199,26,1
383,51,22045,237,13,1
607,28,16538,249,20,1
571,4,17717,800,18,3
30,47,11609,549,1,1
146,28,11169,349,5,1
606,54,15063,449,19,1
30,54,17623,349,0,1
384,14,14449,149,13,1
509,31,10445,399,18,1
506,10,11094,63,17,1
202,25,4908,899,6,1
56,57,10970,199,2,1
906,31,10389,399,30,1
605,17,2909,699,20,1
690,21,5319,299,22,4
238,25,2703,312.54,7,1
690,57,9862,149,22,1
607,58,8918,399,19,1
199,25,5937,198,7,1
445,45,2416,449,14,1
842,57,7337,299,27,1
907,46,18479,229,29,1
907,21,7937,1998,29,1
418,47,15063,449,13,1
905,37,5033,299,30,1
506,42,10021,499,17,1
76,30,11496,399,3,3
698,43,6689,1499,22,1
146,10,16792,2620,5,2
139,31,21376,399,5,1
741,45,13888,349,24,1
747,31,10854,399,25,1
633,6,17222,199,20,1
1,31,6660,598.88,0,2
598,4,5815,1499,19,1
605,42,8083,399,21,1
180,7,3184,1799,7,1
757,31,18620,199,26,1
119,59,2931,99,4,1
18,15,21436,999,1,1
504,51,13854,265,17,1
391,54,19721,199,12,1
603,31,15041,1999,20,2
1001,47,13246,359,33,2
536,17,13889,199,18,1
53,42,5273,999.5,1,1
269,24,6433,449,8,1
688,54,5516,299,22,1
936,53,18479,229,32,1
878,5,3446,1499,30,1
869,50,15571,229,28,1
170,42,20511,799,6,1
113,31,18295,299,3,1
84,35,3697,2699,3,1
870,4,17785,169,29,1
904,4,3692,1299,30,1
445,43,5208,1199.5,14,1
119,59,12172,499,4,1
757,58,21432,363,24,1
969,53,10660,1299,33,1
840,5,20949,5,28,3
2,43,7130,399,0,2
731,25,15311,999,24,1
199,59,2848,99,6,1
576,26,4531,299,20,1
1031,42,13409,1999,33,1
808,25,9151,198,27,1
667,25,3842,2799,22,1
25,44,11998,149,2,1
440,28,4908,899,15,1
328,4,7980,699,10,1
760,16,8074,749,26,1
604,25,19597,149,21,1
484,50,22042,199,17,1
811,47,14446,169,27,1
636,21,4998,2849,21,1
539,39,6629,1999,18,1
269,35,19177,199,10,1
662,17,2443,999,22,1
816,21,3072,3499,27,1
27,8,21579,149,1,1
450,31,22015,199.33,15,1
17,35,16290,1599,0,1
476,57,6488,699,15,1
635,31,16787,1599,20,1
970,38,6063,719.48,31,1
231,19,20239,299,7,1
301,56,19173,399,9,1
51,54,10272,559,2,2
505,4,17717,273.3333333,17,3
839,31,18341,199,27,1
379,35,5550,299,12,1
544,41,16858,399,18,1
538,5,2308,299,18,1
440,41,17664,369,14,1
209,6,17489,149,6,1
56,19,13071,499,3,1
807,27,6507,1499,27,1
292,31,10953,149,10,1
727,15,6503,1799,23,5
86,26,14532,149,2,1
117,59,3147,1850,3,1
262,54,3676,629,9,2
813,28,1249,299,26,1
760,58,7863,899,26,1
207,57,17754,899,6,1
391,44,18721,149,12,1
692,30,10915,199,23,1
871,47,17374,399,28,1
30,25,16227,379,2,2
418,58,14229,99,14,1
605,47,18115,549,21,1
272,18,10706,1699,10,1
540,28,14164,299,18,1
600,47,14795,299,20,1
394,25,2599,299,13,1
79,42,12045,299,3,1
83,14,5272,299,3,1
76,57,16450,399,3,1
637,38,7172,2519,21,1
994,53,14479,399,32,1
28,50,12313,299,2,1
113,54,2182,299,4,1
845,58,14710,399,27,1
998,24,13505,1099,32,1
478,31,9372,298,15,1
418,15,10498,999,13,1
323,46,19266,99,11,1
877,42,20078,99,30,1
422,46,3689,899,13,1
724,16,5643,3290,23,1
481,28,20608,1299,17,1
603,37,15041,1999,21,1
363,6,2956,599,11,1
138,22,2808,999,5,28
787,58,4965,1598,26,1
601,37,20402,2899,21,1
237,54,1830,299.5,7,4
301,6,3423,1499,9,1
264,54,17460,349,8,1
179,5,13483,12490,6,1
507,27,15844,349,16,1
607,58,17785,149,21,1
565,24,3331,1198.5,18,2
441,50,14715,149,14,1
148,29,19221,199,4,1
176,2,13459,2990,6,1
441,38,2689,2699,15,1
77,54,17111,149,2,1
874,31,21880,149,28,1
753,26,19134,549,25,1
145,31,16354,249,4,1
932,18,1847,1199,30,1
180,6,3186,399,6,1
388,58,19900,399,12,1
18,35,9041,149,1,1
1030,25,3837,3599,33,1
176,44,8576,149,6,1
658,12,10436,999,21,1
910,22,10553,399,30,1
373,28,3183,599,12,2
657,27,8758,149,22,1
667,48,4285,299,23,1
449,28,15102,659,16,1
357,42,9828,299,11,1
848,18,6092,1199,27,1
353,15,6488,349.5,11,1
732,28,2422,1299,24,1
177,59,2929,199,7,1
293,57,1509,3199,10,1
507,21,3851,899,17,1
299,41,8742,149,11,1
27,30,8779,149,1,1
966,57,4874,1599,32,1
211,25,10986,1199,7,1
692,57,6497,799,23,1
1026,25,2308,299,33,1
392,41,17519,349,13,1
509,19,17096,399,17,1
298,26,21918,399,9,1
564,54,226,249,18,1
423,42,17255,149,13,1
719,27,15040,599,23,1
665,38,6677,17991,22,1
998,4,20949,5,32,3
445,25,5820,2099,15,2
268,4,12135,299,10,1
907,25,1817,5999,30,1
809,42,13262,499,27,1
170,21,20142,0.1,5,1
395,52,7917,274,13,1
4,1,2650,1321,0,1
668,25,11216,399,21,3
632,54,9243,3000,20,2
575,38,3077,399.5,19,1
267,25,13618,199,9,1
449,12,7070,299,15,1
242,41,20949,5,9,5
695,55,10582,99,23,1
727,18,1905,249,23,1
210,21,1131,399,8,1
361,31,13971,299,11,1
728,16,3676,549.49,23,2
178,32,15064,649,5,1
360,21,14432,149,11,1
25,21,21525,299,0,1
233,25,21603,83,7,1
359,25,22046,799,11,1
141,42,18982,148,5,1
292,46,8161,149,9,1
574,54,4715,299,19,1
51,50,21611,248,1,1
211,28,15377,719,8,1
690,54,4424,299,23,1
57,18,13354,30,1,1
515,22,2768,199,16,1
84,47,20936,499,4,1
992,12,7223,3999,33,9
272,25,2809,1999,9,2
689,25,19370,399,22,1
537,26,14846,229,18,1
698,19,17105,999,22,1
206,25,20390,1199,8,1
199,19,4345,599,7,1
18,37,560,199,1,1
54,4,18602,199,1,1
694,24,12362,399,23,1
52,25,5273,999.5,2,6
571,50,20949,5,19,1
389,31,16085,399,14,1
204,6,4164,999,6,2
717,21,10842,399,23,2
117,25,12104,849,4,1
575,21,21680,149,19,1
199,50,7894,1490,7,2
935,38,8534,2299,31,1
759,26,10512,999,26,1
210,31,1941,1142.37,6,1
604,10,4610,190,19,1
205,25,17880,499,7,1
597,31,6675,19990,20,1
353,13,16017,204,11,1
731,27,5488,2999,24,1
367,2,3433,1499,12,1
746,21,3733,4499,25,2
272,15,5823,2599,10,1
632,16,3108,299,20,1
369,31,16983,399,12,1
539,52,3622,299,17,1
571,7,3869,999,18,1
604,25,3553,2799,21,2
818,46,1971,4499,27,1
910,59,18571,999,29,1
696,15,3216,699,22,1
540,28,14830,229,19,1
1023,12,13754,83.33333333,33,6
758,30,9408,349,25,1
659,50,3334,599,21,1
805,42,21395,239.28,27,1
696,44,15404,1689,22,1
448,57,9862,399,16,1
175,59,17224,199,7,1
760,38,2431,1499.5,26,2
565,47,1495,599,19,2
303,7,20472,198,11,1
415,57,9841,149,14,1
484,31,20038,299,15,1
27,54,11176,399,1,1
20,16,14623,1999,1,1
876,25,15783,299,30,1
262,28,1921,249,8,1
698,30,5353,199,22,1
818,38,16042,499,28,1
116,44,2252,599,4,1
24,54,7856,799,0,2
451,16,19754,749,15,1
367,42,17715,1799,12,1
736,38,4478,1599,24,2
262,57,12085,199,9,1
146,54,6660,599,6,1
52,1,9043,237,1,1
55,58,18596,149,3,1
969,20,20429,2999,33,1
787,16,2875,999,26,1
475,17,1449,599,15,1
55,44,14320,149,2,1
53,50,5576,2490,1,1
995,31,11489,49,33,1
389,39,21662,349,14,1
788,28,5205,1999,25,1
272,57,20301,399,8,1
294,42,14888,549,10,4
940,15,10659,999,30,1
513,54,20949,5,16,16
367,15,2854,199,12,2
86,56,14261,249,4,1
357,16,5060,299,11,1
661,46,6224,1199,22,1
144,41,3637,899,4,1
88,4,5361,249,4,1
567,42,4421,299,19,1
109,6,21376,399,4,1
544,31,7805,999,17,1
110,57,6467,399,3,1
907,55,15077,899,30,1
85,57,13893,199,2,1
209,51,15044,514,6,1
386,14,6917,749,12,1
510,58,4241,699.3,17,1
637,58,2407,149.5,20,1
968,24,13499,31199,32,1
263,57,5916,348,9,1
333,46,19234,149,10,1
937,56,12705,199,30,1
511,24,9532,399,17,1
839,31,14437,349,27,1
291,28,13903,199,9,1
479,47,6422,299,15,1
359,31,21994,5259,11,1
333,35,14406,199,10,1
139,17,19785,299,5,1
89,31,11947,149,2,1
324,4,5323,299,11,1
785,25,15438,1049,26,1
656,15,6503,1499,21,4
1022,25,16843,599,33,1
331,41,20048,749,11,1
476,56,21562,199,16,1
735,41,5046,299,24,1
658,26,3108,299,21,1
390,6,17281,299,12,1
690,46,13893,199,23,1
30,31,21427,149,2,1
366,31,13466,8490,12,2
599,42,16790,2199,20,1
368,50,3935,1999,12,1
145,57,7459,299,6,1
208,22,784,240,8,1
423,46,6687,599,14,1
270,53,15648,149,10,1
237,56,11145,199,7,1
202,25,1829,1199,7,1
173,56,19939,149,6,1
994,12,16825,2299,32,2
206,45,4164,999,6,1
390,53,3934,2599,12,1
237,31,8432,149,8,1
237,43,16787,2599,7,2
179,17,16457,199,5,1
324,6,16859,198,11,1
58,28,6121,599,3,1
83,6,9231,249,4,1
879,42,17641,249,28,1
505,44,7963,5497.5,16,1
369,53,14264,199,12,1
747,50,17467,359,25,1
417,21,19752,349,13,1
238,41,638,349,9,1
201,19,10911,149,6,1
573,56,14215,299,18,1
353,16,11657,699,11,1
659,42,5275,1199,21,1
325,30,1853,1499,10,2
15,54,18826,349,0,1
417,47,1449,598.5,13,1
291,6,7317,249,9,1
441,13,20298,77,15,1
368,28,17254,799,12,2
81,46,21372,1199,3,4
209,44,15708,499,7,1
880,25,18200,399,29,1
601,42,17112,349,19,1
375,30,19785,149,12,1
998,50,3351,3749,32,4
734,28,6503,1799,24,5
331,12,11370,350,10,5
742,31,19133,399,24,1
26,19,13915,149,0,1
544,42,3393,1699,17,1
572,57,6497,499,19,1
596,28,17157,399,19,1
298,27,6883,299,9,1
503,7,20609,799,17,1
727,47,13492,13990,23,1
1,37,5587,199,0,1
870,28,16184,449,28,1
293,4,4332,449,10,2
237,52,14841,199,9,1
446,4,4689,1499,15,1
788,31,9092,199,27,1
359,21,2536,399,11,1
633,24,3554,1499,20,1
732,38,4904,399,24,1
300,7,3732,2599,10,1
85,26,10193,299.5,2,1
206,50,10942,199,8,1
207,15,20168,799,6,1
30,24,7977,1199,2,1
448,24,1364,649,16,1
451,54,20049,363,16,1
3,50,14883,299,0,1
605,6,15458,459,20,1
139,31,17148,149,4,1
541,29,1855,1199,19,1
206,27,3714,1199,8,1
992,25,17660,2999,32,1
545,29,1501,2799,18,1
754,59,14458,299,26,1
300,25,6607,1149,10,1
389,49,10927,199,12,1
539,28,8482,349,18,1
267,30,14019,349,9,1
543,37,7274,349,17,1
149,52,2808,999,5,1
75,58,11194,399,3,1
506,25,7006,2999,16,2
698,26,15279,849,22,1
814,57,3073,3499,27,1
635,46,1729,299,20,1
503,53,2445,599,17,1
51,54,19140,549,1,1
296,50,4181,1090,10,1
788,25,11099,169,27,1
210,42,5096,899,6,1
299,31,21787,249,11,1
667,27,6162,699,21,1
445,53,1513,2599,14,1
903,31,4557,449,29,1
752,58,8656,149,25,1
85,58,1915,249,2,1
599,25,6472,349.5,19,1
513,16,1075,399,17,1
179,15,10469,399,6,1
234,58,6466,466,8,1
539,42,21443,199,17,1
301,6,3335,2499,9,1
661,14,5361,49,22,1
692,53,4615,399,22,1
180,16,20240,299,5,1
904,24,3731,1999,30,1
13,31,14119,149,1,1
22,53,9905,1799,1,1
929,31,3897,399,30,1
207,14,7956,4990,8,1
849,45,18570,399,27,1
117,50,22088,79,5,1
144,16,4163,1590,6,3
658,54,6490,499,22,1
900,53,1905,249,29,1
842,42,12333,99,28,1
269,18,10501,199,10,1
174,52,1728,249,6,1
268,28,11658,499,9,1
1,46,6635,599,0,1
484,25,8470,349,16,1
80,31,18825,299,2,1
211,53,4233,1699,8,4
443,25,5262,799,15,1
5,35,7860,399,0,1
731,15,5634,3290,24,1
909,4,9398,299,29,1
605,25,20357,459,19,1
392,37,1460,749.47,12,1
328,5,17811,149,11,1
691,43,3027,2999,23,1
210,27,7524,299,8,1
905,14,17544,299,31,1
240,59,7502,449,7,1
1033,31,16068,799,33,1
657,15,2294,2899,22,1
1001,2,10201,779,33,2
298,19,13999,149,10,1
873,31,17172,99,28,1
297,30,10298,399,11,2
484,54,4178,1590,16,1
846,25,16176,479,28,1
211,41,11483,199.5,7,1
607,15,1496,2399,20,1
178,27,7895,799,7,1
736,28,5903,2899,24,1
82,22,10401,699,3,1
113,51,18741,567,4,1
783,26,20091,99,25,1
390,47,15363,419,13,1
88,51,1523,620,3,1
603,31,5822,1049,19,1
323,47,16527,399,11,1
200,15,19140,199,6,1
481,6,4181,999,17,1
937,47,6023,299,31,1
138,57,15044,698.875,4,4
542,31,19821,248,18,1
237,41,3328,1249.53,8,1
30,16,10423,1199,2,1
940,46,7791,925.21,31,1
147,31,21409,149,4,1
84,25,18634,499,4,1
202,14,16385,248,7,1
718,45,2809,1499,23,1
783,58,13701,899,25,1
448,53,20949,5,15,5
719,59,3029,2999,23,1
140,28,2308,649,5,3
54,42,6488,349.5,1,1
28,23,9182,198,1,1
876,12,10210,3499,28,1
482,14,6490,699,16,1
235,53,12275,549,7,1
875,25,4895,3999,30,1
372,53,7894,1490,12,1
718,27,20606,1099,23,1
718,50,7879,2590,23,1
993,5,8735,499,33,1
423,3,15843,199,13,1
21,31,20696,1199,1,1
150,31,13417,1199,4,1
115,30,14791,149,4,1
875,35,6238,299,29,1
721,27,3834,902.63,23,1
